country,year,pop,gdp
United Kingdom,2003,59647577,2259427.311
United States of America,2003,290107933,13433168.2
Uruguay,2003,3325637,26726.41266
Uzbekistan,2003,25567650,22635.60628
Vanuatu,2003,198964,501.9708148
Venezuela,2003,25868523,251190.2212
Vietnam,2003,80467400,73800.25507
World,2003,6356259574,53517584.89
Yemen,2003,19462086,22773.43526
Zambia,2003,11421984,11631.71414
Zimbabwe,2003,12633897,11776.82186
Afghanistan,2004,24118979,8781.610175
Albania,2004,3026939,8766.856445
Algeria,2004,32831096,134316.7491
Andorra,2004,76244,3562.932178
Angola,2004,18865716,39087.97631
Antigua & Barbuda,2004,88257,1070.851866
Argentina,2004,38728696,306488.9517
Armenia,2004,3000612,6734.033975
Australia,2004,20127400,962449.985
Austria,2004,8171966,358256.4181
Azerbaijan,2004,8306500,19581.71009
Bahamas,2004,322526,7739.92985
Bahrain,2004,829848,18376.54695
Bangladesh,2004,141307489,80592.85204
Barbados,2004,273091,4117.827551
Belarus,2004,9730146,36792.19401
Belgium,2004,10421137,442042.1962
Belize,2004,276089,1199.103461
Benin,2004,7750004,5675.602454
Bhutan,2004,640282,940.8131795
Bolivia,2004,8967741,15031.9782
Bosnia & Herzegovina,2004,3781287,13720.46204
Botswana,2004,1829330,9785.089873
Brazil,2004,184738458,1719731.819
Brunei,2004,359523,13213.20631
Bulgaria,2004,7716860,40553.482
Burkina Faso,2004,13030569,6144.638535
Burundi,2004,7182451,1612.571959
Cambodia,2004,13063377,7186.1629
Cameroon,2004,16959081,20005.17099
Canada,2004,31995000,1477238.592
Cape Verde,2004,467664,1171.578994
Central African Republic,2004,4055036,1678.907492
Chad,2004,9710043,7165.890625
Chile,2004,15973778,171786.9062
China,2004,1296075000,3204657.551
Colombia,2004,42724163,219601.1992
Comoros,2004,597228,476.5942576
Congo,2004,3605439,8637.97994
"Congo, Dem. Republic",2004,53034217,14768.79831
Cook Islands,2004,,
Costa Rica,2004,4187038,28438.82215
Cote d'Ivoire,2004,17997738,21923.41091
Croatia,2004,4439000,55954.43168
Cuba,2004,11266941,44497.06863
Cyprus,2004,1010410,21763.51022
Czech Republic,2004,10197101,172471.5615
Denmark,2004,5404523,311347.7327
Djibouti,2004,770752,863.6423126
Dominica,2004,70379,423.7617463
Dominican Republic,2004,9102998,36370.07697
Ecuador,2004,13509647,55917.51745
Egypt,2004,75381899,155239.7878
El Salvador,2004,6000775,19274.80261
Equatorial Guinea,2004,724817,10340.91189
Eritrea,2004,3858623,2145.531909
Estonia,2004,1362550,18185.13502
Ethiopia,2004,74624405,15972.9682
European Union (28),2004,489723545,15851785.17
Fiji,2004,818354,3010.663631
Finland,2004,5228172,231492.1774
France,2004,62704897,2506886.504
Gabon,2004,1364205,13090.70822
Gambia,2004,1398573,765.2184193
Georgia,2004,4245000,8250.406686
Germany,2004,82516260,3191224.607
Ghana,2004,20986536,22161.78989
Greece,2004,10955141,302519.7106
Grenada,2004,102656,712.3031136
Guatemala,2004,12796925,33460.28347
Guinea,2004,9490229,4133.010005
Guinea-Bissau,2004,1350345,690.3822596
Guyana,2004,751652,1862.536418
Haiti,2004,9119178,6266.620799
Honduras,2004,7204153,12511.40125
Hungary,2004,10107146,126038.3018
Iceland,2004,292074,11874.87448
India,2004,1126135777,1016794.518
Indonesia,2004,223614649,540440.0209
Iran,2004,69617100,353646.5234
Iraq,2004,26316609,99796.33025
Ireland,2004,4070262,204527.3518
Israel,2004,6809000,181077.5535
Italy,2004,57685327,2138414.142
Jamaica,2004,2728777,13399.0968
Japan,2004,127761000,5579537.554
Jordan,2004,5535595,18058.16585
Kazakhstan,2004,15012985,99801.70222
Kenya,2004,35074931,29576.212
Kiribati,2004,90542,149.9086243
Korea (North),2004,23729498,
Korea (South),2004,48082519,860928.3593
Kuwait,2004,2207939,98960.26762
Kyrgyzstan,2004,5104700,3866.169244
Laos,2004,5664605,4526.436482
Latvia,2004,2263122,21958.59592
Lebanon,2004,3863267,25637.81095
Lesotho,2004,1933728,1824.780325
Liberia,2004,3176414,866.7009398
Libya,2004,5704759,55165.50186
Liechtenstein,2004,34596,
Lithuania,2004,3377075,32501.01618
Luxembourg,2004,458095,45708.01766
"Macedonia, FYR",2004,2057047,7387.459163
Madagascar,2004,17802997,7255.032154
Malawi,2004,12676038,4712.790834
Malaysia,2004,25174109,194491.2647
Maldives,2004,312000,1674.797439
Mali,2004,12391906,8004.216841
Malta,2004,401268,7620.794702
Marshall Islands,2004,52074,147.6242342
Mauritania,2004,3042823,3112.048382
Mauritius,2004,1221003,7576.632769
Mexico,2004,106995583,927361.592
Micronesia,2004,106577,291.901165
Moldova,2004,3603945,4614.800816
Mongolia,2004,2496832,4897.515746
Montenegro,2004,613353,3199.264063
Morocco,2004,30179285,70687.30463
Mozambique,2004,20312705,6526.530624
Myanmar,2004,48073707,25777.60741
Namibia,2004,2009228,8829.372914
Nauru,2004,10113,
Nepal,2004,25309449,12444.59315
Netherlands,2004,16281779,768506.8836
New Zealand,2004,4087500,134037.9761
Nicaragua,2004,5309703,7372.75232
Niger,2004,13127012,4252.757656
Nigeria,2004,135393616,251840.5712
Niue,2004,,
Norway,2004,4591910,398784.7675
Oman,2004,2444751,43202.60078
Pakistan,2004,150780300,139309.433
Palau,2004,19804,210.6087635
Panama,2004,3269541,18997.06762
Papua New Guinea,2004,6161517,6841.089094
Paraguay,2004,5703740,15366.21489
Peru,2004,27273194,99530.03185
Philippines,2004,84678493,149720.6336
Poland,2004,38182222,366948.1199
Portugal,2004,10483861,229364.934
Qatar,2004,758855,49633.45596
Romania,2004,21451748,139675.8854
Russian Federation,2004,144067054,1204517.542
Rwanda,2004,8818438,3539.806407
Saint Kitts & Nevis,2004,47971,632.9203023
Saint Lucia,2004,162251,1133.9221
Saint Vincent & Grenadines,2004,108559,621.3981733
Samoa,2004,178781,589.4325687
Sao Tome & Principe,2004,151969,138.4446103
Saudi Arabia,2004,23228890,437231.1256
Senegal,2004,10955944,10296.87591
Serbia,2004,7463157,32780.25676
Seychelles,2004,82475,718.3393273
Sierra Leone,2004,5439695,1892.470594
Singapore,2004,4166664,158822.4422
Slovakia,2004,5372280,66487.67053
Slovenia,2004,1997012,42373.10417
Solomon Islands,2004,458324,508.9003646
Somalia,2004,10116228,
South Africa,2004,47001701,306076.4629
Spain,2004,42921895,1309304.827
Sri Lanka,2004,19228000,39187.358
Sudan,2004,30186341,43197.81574
Suriname,2004,493630,3392.14605
Swaziland,2004,1095053,3559.359527
Sweden,2004,8993531,439069.6343
Switzerland,2004,7389625,505306.4131
Syria,2004,17806638,
Tajikistan,2004,6712841,3843.36354
Tanzania,2004,38249984,21616.25193
Thailand,2004,65002231,272361.4459
Togo,2004,5534598,2677.447378
Tonga,2004,100406,350.2488991
Trinidad & Tobago,2004,1290535,17224.24459
Tunisia,2004,10017601,34090.9504
Turkey,2004,67007855,603713.7226
Turkmenistan,2004,4703398,12198.33446
Tuvalu,2004,9894,30.33220259
Uganda,2004,27568436,12887.69124
Ukraine,2004,47451600,125952.3738
United Arab Emirates,2004,4087931,245449.9951
United Kingdom,2004,59987905,2316542.857
United States of America,2004,292805298,13941713.4
Uruguay,2004,3324096,28063.84521
Uzbekistan,2004,25864350,24378.54796
Vanuatu,2004,204143,521.9731211
Venezuela,2004,26327225,297124.389
Vietnam,2004,81436400,79362.14532
World,2004,6436346998,55900807.54
Yemen,2004,20017068,23678.1547
Zambia,2004,11731746,12449.70224
Zimbabwe,2004,12777511,11092.87842
Afghanistan,2005,25070798,9762.978844
Albania,2005,3011487,9268.392518
Algeria,2005,33288437,142251.9023
Andorra,2005,78867,3842.255533
Angola,2005,19552542,46226.00769
Antigua & Barbuda,2005,89253,1138.179361
Argentina,2005,39145488,333618.3114
Armenia,2005,2981259,7667.755682
Australia,2005,20394800,993282.5335
Austria,2005,8227829,365925.5509
Azerbaijan,2005,8391850,24751.28172
Bahamas,2005,329249,8002.723121
Bahrain,2005,889168,19620.44433
Bangladesh,2005,143431101,85860.35648
Barbados,2005,274009,4281.09836
Belarus,2005,9663915,40250.66025
Belgium,2005,10478617,451300.7036
Belize,2005,283277,1230.025246
Benin,2005,7982225,5772.744796
Bhutan,2005,656639,1007.823159
Bolivia,2005,9125409,15696.60707
Bosnia & Herzegovina,2005,3781530,14922.13171
Botswana,2005,1855852,10230.96175
Brazil,2005,186917361,1774799.958
Brunei,2005,365158,13264.40843
Bulgaria,2005,7658972,43488.01022
Burkina Faso,2005,13421930,6676.878621
Burundi,2005,7423289,1627.085107
Cambodia,2005,13270201,8138.33573
Cameroon,2005,17420795,20464.66033
Canada,2005,32312000,1524530.644
Cape Verde,2005,474567,1252.5639
Central African Republic,2005,4127910,1694.155506
Chad,2005,10067009,8407.921035
Chile,2005,16147064,181652.337
China,2005,1303720000,3569853.145
Colombia,2005,43285634,229936.8525
Comoros,2005,611627,490.1171801
Congo,2005,3718243,9307.920845
"Congo, Dem. Republic",2005,54751476,15674.88641
Cook Islands,2005,,
Costa Rica,2005,4247841,29539.65285
Cote d'Ivoire,2005,18336303,22300.76704
Croatia,2005,4442000,58284.28519
Cuba,2005,11284253,49481.47744
Cyprus,2005,1027658,22574.05249
Czech Republic,2005,10211216,183582.6319
Denmark,2005,5419432,318622.8847
Djibouti,2005,783254,891.0163294
Dominica,2005,70627,423.3878088
Dominican Republic,2005,9237566,39738.9463
Ecuador,2005,13735233,58876.28567
Egypt,2005,76778149,162192.9161
El Salvador,2005,6028961,19961.52807
Equatorial Guinea,2005,757317,12072.88026
Eritrea,2005,3969007,2200.767545
Estonia,2005,1354775,19889.75711
Ethiopia,2005,76727083,17860.77592
European Union (28),2005,491673011,16181041.21
Fiji,2005,821817,3031.738288
Finland,2005,5246096,237927.5559
France,2005,63179356,2547190.065
Gabon,2005,1403126,13601.33819
Gambia,2005,1444204,758.0125418
Georgia,2005,4190000,9042.416093
Germany,2005,82469422,3213777.436
Ghana,2005,21542009,23469.33637
Greece,2005,10987314,304332.2335
Grenada,2005,102949,806.8475608
Guatemala,2005,13096028,34551.12587
Guinea,2005,9679745,4256.88758
Guinea-Bissau,2005,1380838,719.8299984
Guyana,2005,750946,1826.088235
Haiti,2005,9263404,6379.733985
Honduras,2005,7373430,13268.416
Hungary,2005,10087065,131562.4268
Iceland,2005,296734,12671.01262
India,2005,1144118674,1111202.106
Indonesia,2005,226712730,571204.9544
Iran,2005,70421811,368530.4105
Iraq,2005,27008426,104187.9847
Ireland,2005,4159914,216320.6455
Israel,2005,6930100,189026.7036
Italy,2005,57969484,2158721.909
Jamaica,2005,2744673,13518.85765
Japan,2005,127773000,5672311.469
Jordan,2005,5714111,19529.28937
Kazakhstan,2005,15147029,109482.4673
Kenya,2005,36048288,31323.18008
Kiribati,2005,92325,157.3315471
Korea (North),2005,23904167,
Korea (South),2005,48184561,894708.4107
Kuwait,2005,2276623,108931.4557
Kyrgyzstan,2005,5162600,3859.382253
Laos,2005,5754026,4848.15605
Latvia,2005,2238799,24307.51434
Lebanon,2005,3986852,26338.30846
Lesotho,2005,1949543,1888.029452
Liberia,2005,3261230,912.4798731
Libya,2005,5792688,61714.04905
Liechtenstein,2005,34852,
Lithuania,2005,3322528,35012.50228
Luxembourg,2005,465158,47158.07835
"Macedonia, FYR",2005,2060272,7736.396749
Madagascar,2005,18336724,7588.974027
Malawi,2005,13039711,4866.839045
Malaysia,2005,25659393,204861.8095
Maldives,2005,321000,1538.724511
Mali,2005,12798763,8527.273414
Malta,2005,403834,7909.139073
Marshall Islands,2005,52055,151.6842092
Mauritania,2005,3130720,3391.181144
Mauritius,2005,1228254,7670.688144
Mexico,2005,108472228,955484.5154
Micronesia,2005,106196,298.2078541
Moldova,2005,3595187,4960.910882
Mongolia,2005,2526446,5252.765153
Montenegro,2005,614261,3333.409014
Morocco,2005,30521070,73014.076
Mozambique,2005,20923070,7095.687684
Myanmar,2005,48482614,29275.35808
Namibia,2005,2032196,9052.690942
Nauru,2005,10115,
Nepal,2005,25640287,12877.56307
Netherlands,2005,16319868,785109.445
New Zealand,2005,4133900,138463.2464
Nicaragua,2005,5379328,7688.482941
Niger,2005,13618449,4444.131751
Nigeria,2005,138939478,260515.6398
Niue,2005,,
Norway,2005,4623291,409251.7532
Oman,2005,2511269,44278.54356
Pakistan,2005,153909667,149990.7111
Palau,2005,19906,213.2565426
Panama,2005,3330465,20363.19973
Papua New Guinea,2005,6314709,7275.142244
Paraguay,2005,5795494,15694.05096
Peru,2005,27610410,105785.5544
Philippines,2005,86274237,156873.7816
Poland,2005,38165445,379768.0342
Portugal,2005,10503330,231123.67
Qatar,2005,864863,53352.37095
Romania,2005,21319685,145503.0437
Russian Federation,2005,143518523,1281319.834
Rwanda,2005,8991735,3872.143261
Saint Kitts & Nevis,2005,48611,688.4365047
Saint Lucia,2005,163714,1128.376652
Saint Vincent & Grenadines,2005,108744,636.85859
Samoa,2005,179929,613.9322869
Sao Tome & Principe,2005,155630,148.2655532
Saudi Arabia,2005,23905654,461601.7333
Senegal,2005,11251266,10875.82876
Serbia,2005,7440769,34596.42295
Seychelles,2005,82858,783.0312533
Sierra Leone,2005,5658379,1974.461587
Singapore,2005,4265762,170716.905
Slovakia,2005,5372807,70976.22712
Slovenia,2005,2000474,44069.30265
Solomon Islands,2005,469885,536.4888368
Somalia,2005,10409925,
South Africa,2005,47606670,322228.4598
Spain,2005,43653155,1358051.593
Sri Lanka,2005,19373000,41633.33415
Sudan,2005,30911914,46433.21902
Suriname,2005,498946,3547.191376
Swaziland,2005,1105873,3772.877545
Sweden,2005,9029572,451444.0638
Switzerland,2005,7437115,520659.1648
Syria,2005,18294611,
Tajikistan,2005,6854176,4100.868784
Tanzania,2005,39410545,23383.02079
Thailand,2005,65425470,283767.4936
Togo,2005,5683268,2709.052153
Tonga,2005,101041,355.7904264
Trinidad & Tobago,2005,1296934,18293.69673
Tunisia,2005,10102482,35279.54359
Turkey,2005,67903406,658107.4428
Turkmenistan,2005,4754641,13789.0416
Tuvalu,2005,10027,29.18572724
Uganda,2005,28543940,13703.81268
Ukraine,2005,47105150,129353.0878
United Arab Emirates,2005,4579562,257366.9389
United Kingdom,2005,60401206,2385392.73
United States of America,2005,295516599,14408093.84
Uruguay,2005,3325612,30157.44514
Uzbekistan,2005,26167000,26085.04632
Vanuatu,2005,209370,549.6525848
Venezuela,2005,26784161,327781.4273
Vietnam,2005,82392100,85351.80303
World,2005,6517020798,58050771.55
Yemen,2005,20582927,25002.17746
Zambia,2005,12052156,13350.51277
Zimbabwe,2005,12940032,10459.35484
Afghanistan,2006,25893450,10305.22813
Albania,2006,2992547,9771.760096
Algeria,2006,33777915,144648.119
Andorra,2006,80991,4018.434883
Angola,2006,20262399,55811.02811
Antigua & Barbuda,2006,90301,1283.922782
Argentina,2006,39558890,360465.0823
Armenia,2006,2958500,8679.746346
Australia,2006,20697900,1022863.028
Austria,2006,8268641,378187.099
Azerbaijan,2006,8484550,33290.47379
Bahamas,2006,335830,8204.140766
Bahrain,2006,958414,20889.60605
Bangladesh,2006,145368004,91588.84635
Barbados,2006,275039,4523.776312
Belarus,2006,9604924,44275.72627
Belgium,2006,10547958,462579.3171
Belize,2006,290747,1286.391895
Benin,2006,8216896,6000.595826
Bhutan,2006,672228,1076.852656
Bolivia,2006,9283334,16449.57469
Bosnia & Herzegovina,2006,3779468,15724.71511
Botswana,2006,1884238,11086.6662
Brazil,2006,189012412,1845115.804
Brunei,2006,370250,13847.73993
Bulgaria,2006,7601022,46424.81379
Burkina Faso,2006,13829177,7094.394431
Burundi,2006,7675338,1714.698066
Cambodia,2006,13474489,9014.922681
Cameroon,2006,17899562,21124.44159
Canada,2006,32570505,1564525.373
Cape Verde,2006,480795,1352.565476
Central African Republic,2006,4201758,1774.985113
Chad,2006,10421597,8462.426393
Chile,2006,16319792,193127.6355
China,2006,1311020000,4023919.867
Colombia,2006,43835722,245336.9082
Comoros,2006,626425,503.0900911
Congo,2006,3842365,9888.362511
"Congo, Dem. Republic",2006,56543011,16508.94414
Cook Islands,2006,,
Costa Rica,2006,4308794,31677.654
Cote d'Ivoire,2006,18699435,22638.81151
Croatia,2006,4440000,61073.25869
Cuba,2006,11296233,55451.84471
Cyprus,2006,1045509,23592.18364
Czech Republic,2006,10238905,196206.7729
Denmark,2006,5437272,331090.5349
Djibouti,2006,796208,933.7839075
Dominica,2006,70807,435.7917485
Dominican Republic,2006,9371338,43979.55079
Ecuador,2006,13967480,61468.91847
Egypt,2006,78159048,173309.469
El Salvador,2006,6056478,20742.41279
Equatorial Guinea,2006,792217,13003.08574
Eritrea,2006,4066648,2179.437333
Estonia,2006,1346810,21932.8099
Ethiopia,2006,78850689,19795.94225
European Union (28),2006,493533707,16723533.49
Fiji,2006,827411,3087.900728
Finland,2006,5266268,247575.988
France,2006,63621376,2607684.476
Gabon,2006,1444844,13106.97886
Gambia,2006,1491021,766.5333585
Georgia,2006,4136000,9890.890979
Germany,2006,82376451,3332692.33
Ghana,2006,22113425,24971.35335
Greece,2006,11020362,321534.4112
Grenada,2006,103259,774.4307755
Guatemala,2006,13397008,36409.89931
Guinea,2006,9881428,4363.170508
Guinea-Bissau,2006,1412669,736.4562727
Guyana,2006,749601,1919.759428
Haiti,2006,9409457,6523.228359
Honduras,2006,7541406,14139.78519
Hungary,2006,10071370,136635.1395
Iceland,2006,303782,13304.64703
India,2006,1161977719,1214143.478
Indonesia,2006,229838202,602626.6636
Iran,2006,71227880,389552.3135
Iraq,2006,27697912,114771.6081
Ireland,2006,4273591,229010.2936
Israel,2006,7053700,199993.6708
Italy,2006,58143979,2202038.556
Jamaica,2006,2760279,13910.78628
Japan,2006,127854000,5752857.407
Jordan,2006,5934232,21109.85943
Kazakhstan,2006,15308084,121197.0913
Kenya,2006,37052050,33350.57113
Kiribati,2006,94260,154.8441343
Korea (North),2006,24061097,
Korea (South),2006,48438292,941019.8943
Kuwait,2006,2377258,117123.3726
Kyrgyzstan,2006,5218400,3979.134974
Laos,2006,5849356,5266.031526
Latvia,2006,2218357,27197.52903
Lebanon,2006,4057350,26748.25871
Lesotho,2006,1965662,1967.894891
Liberia,2006,3375838,985.8721078
Libya,2006,5881435,65725.79995
Liechtenstein,2006,35095,
Lithuania,2006,3269909,37605.68377
Luxembourg,2006,472637,49600.15281
"Macedonia, FYR",2006,2063145,8133.817397
Madagascar,2006,18880268,7970.138368
Malawi,2006,13429262,5095.58048
Malaysia,2006,26143566,216303.0283
Maldives,2006,333000,1844.747307
Mali,2006,13227064,8924.830837
Malta,2006,405308,8053.774834
Marshall Islands,2006,52078,154.6018693
Mauritania,2006,3220653,4031.066483
Mauritius,2006,1233996,8325.631105
Mexico,2006,110092378,1002728.584
Micronesia,2006,105684,297.7205871
Moldova,2006,3585209,5199.034597
Mongolia,2006,2558012,5702.204073
Montenegro,2006,615025,3618.956923
Morocco,2006,30869346,78544.62331
Mozambique,2006,21547463,7794.687813
Myanmar,2006,48846474,33103.43358
Namibia,2006,2055734,9693.003647
Nauru,2006,10101,
Nepal,2006,25940618,13310.84347
Netherlands,2006,16346101,812734.5961
New Zealand,2006,4184600,142345.9492
Nicaragua,2006,5450211,7981.019308
Niger,2006,14132064,4701.891392
Nigeria,2006,142614094,281906.4874
Niue,2006,,
Norway,2006,4660677,419053.7111
Oman,2006,2582991,46657.21717
Pakistan,2006,157093993,159256.4503
Palau,2006,20012,207.4093637
Panama,2006,3391905,22125.11862
Papua New Guinea,2006,6470272,7442.067921
Paraguay,2006,5882796,16448.48286
Peru,2006,27949944,113750.042
Philippines,2006,87809419,165098.6003
Poland,2006,38141267,403236.1947
Portugal,2006,10522288,234713.1437
Qatar,2006,1010382,67314.8175
Romania,2006,21193760,157224.1289
Russian Federation,2006,143049528,1385791.375
Rwanda,2006,9206580,4229.614835
Saint Kitts & Nevis,2006,49210,700.9111766
Saint Lucia,2006,165407,1205.477847
Saint Vincent & Grenadines,2006,108907,685.822566
Samoa,2006,181094,626.0194344
Sao Tome & Principe,2006,159328,161.7809169
Saudi Arabia,2006,24578301,474473.0463
Senegal,2006,11556763,11143.54492
Serbia,2006,7411569,36293.15223
Seychelles,2006,84600,856.6841743
Sierra Leone,2006,5848692,2083.56704
Singapore,2006,4401365,185842.7576
Slovakia,2006,5373054,76975.76793
Slovenia,2006,2006868,46561.86206
Solomon Islands,2006,481422,573.7568385
Somalia,2006,10718317,
South Africa,2006,48233804,340285.0626
Spain,2006,44397319,1414738.284
Sri Lanka,2006,19520000,44825.89974
Sudan,2006,31607064,51106.40119
Suriname,2006,504307,3683.479343
Swaziland,2006,1120514,3998.954659
Sweden,2006,9080505,472608.3356
Switzerland,2006,7483934,541552.1003
Syria,2006,18914977,
Tajikistan,2006,7000557,4387.929677
Tanzania,2006,40634948,24472.80308
Thailand,2006,65824164,297864.8267
Togo,2006,5837792,2818.834122
Tonga,2006,101689,352.9006179
Trinidad & Tobago,2006,1303144,20709.93876
Tunisia,2006,10196136,37129.67172
Turkey,2006,68763405,704896.93
Turkmenistan,2006,4810105,15301.29896
Tuvalu,2006,10137,29.80999195
Uganda,2006,29550662,15181.73385
Ukraine,2006,46787750,138795.8633
United Arab Emirates,2006,5242032,282684.9476
United Kingdom,2006,60846820,2445099.315
United States of America,2006,298379912,14792303.79
Uruguay,2006,3331043,31393.47136
Uzbekistan,2006,26488250,27989.2547
Vanuatu,2006,214634,596.1815548
Venezuela,2006,27239168,360140.4986
Vietnam,2006,83311200,91307.61328
World,2006,6598421257,60562178.24
Yemen,2006,21160534,25794.84883
Zambia,2006,12383446,14405.6965
Zimbabwe,2006,13124267,10097.30479
Afghanistan,2007,26616792,11721.18759
Albania,2007,2970017,10348.29394
Algeria,2007,34300076,149526.9195
Andorra,2007,82683,4021.570844
Angola,2007,20997687,68420.444
Antigua & Barbuda,2007,91381,1403.194258
Argentina,2007,39970224,392934.5184
Armenia,2007,2933056,9873.142201
Australia,2007,20827600,1061217.602
Austria,2007,8295487,391883.1842
Azerbaijan,2007,8581300,41629.40441
Bahamas,2007,342328,8322.815484
Bahrain,2007,1035891,22621.8649
Bangladesh,2007,147139191,98053.76982
Barbados,2007,276150,4603.588593
Belarus,2007,9560953,48083.43873
Belgium,2007,10625700,478295.4181
Belize,2007,298407,1300.597659
Benin,2007,8454791,6359.822427
Bhutan,2007,686958,1269.887377
Bolivia,2007,9441444,17200.38015
Bosnia & Herzegovina,2007,3774000,16625.54581
Botswana,2007,1914414,12004.28336
Brazil,2007,191026637,1957111.987
Brunei,2007,374864,13869.14602
Bulgaria,2007,7545338,49988.08105
Burkina Faso,2007,14252021,7495.582799
Burundi,2007,7939573,1796.760634
Cambodia,2007,13676693,9935.578323
Cameroon,2007,18395389,21812.18253
Canada,2007,32887928,1596797.584
Cape Verde,2007,486438,1557.758965
Central African Republic,2007,4275800,1856.76817
Chad,2007,10775708,8739.274637
Chile,2007,16491687,202601.1727
China,2007,1317885000,4596579.517
Colombia,2007,44374572,262266.6948
Comoros,2007,641620,507.1155805
Congo,2007,3976246,9731.90659
"Congo, Dem. Republic",2007,58417562,17542.31653
Cook Islands,2007,,
Costa Rica,2007,4369469,34265.05187
Cote d'Ivoire,2007,19085941,23038.39486
Croatia,2007,4436000,64218.53456
Cuba,2007,11303687,59478.83362
Cyprus,2007,1063712,24729.49452
Czech Republic,2007,10298828,207055.5679
Denmark,2007,5461438,334100.9855
Djibouti,2007,809402,981.4074601
Dominica,2007,70950,463.3381698
Dominican Republic,2007,9504353,47810.35179
Ecuador,2007,14205453,62815.12711
Egypt,2007,79537253,185597.58
El Salvador,2007,6083475,21538.87274
Equatorial Guinea,2007,829327,14990.23212
Eritrea,2007,4153332,2210.534026
Estonia,2007,1340680,23632.20621
Ethiopia,2007,81000409,22063.79845
European Union (28),2007,495480649,17238430.02
Fiji,2007,834812,3061.633391
Finland,2007,5288720,260412.3099
France,2007,64016229,2669264.916
Gabon,2007,1489193,13848.69655
Gambia,2007,1539116,794.3663805
Georgia,2007,4082000,11111.82255
Germany,2007,82266372,3441355.939
Ghana,2007,22700212,26056.81292
Greece,2007,11048473,332060.6339
Grenada,2007,103586,822.062785
Guatemala,2007,13700286,38705.19994
Guinea,2007,10096727,4439.861186
Guinea-Bissau,2007,1445958,760.0600471
Guyana,2007,747869,2054.532558
Haiti,2007,9556889,6741.318083
Honduras,2007,7707972,15014.80136
Hungary,2007,10055780,137247.7407
Iceland,2007,311566,14548.64074
India,2007,1179681239,1333146.055
Indonesia,2007,232989141,640863.4593
Iran,2007,72031103,425064.5544
Iraq,2007,28390433,116352.6997
Ireland,2007,4398942,237704.9667
Israel,2007,7180100,212263.4404
Italy,2007,58438310,2234493.775
Jamaica,2007,2775467,14109.98234
Japan,2007,128001000,5848025.943
Jordan,2007,6193191,22835.74222
Kazakhstan,2007,15484192,131983.6325
Kenya,2007,38085909,35635.32863
Kiribati,2007,96311,158.2540684
Korea (North),2007,24203289,
Korea (South),2007,48683638,992431.5412
Kuwait,2007,2503410,124141.0084
Kyrgyzstan,2007,5268400,4319.067497
Laos,2007,5949787,5666.082926
Latvia,2007,2200325,29903.51759
Lebanon,2007,4086466,29249.08789
Lesotho,2007,1982287,2062.535217
Liberia,2007,3512932,1079.873957
Libya,2007,5970362,69900.91111
Liechtenstein,2007,35322,
Lithuania,2007,3231294,41775.00878
Luxembourg,2007,479993,53744.02397
"Macedonia, FYR",2007,2065458,8660.358997
Madagascar,2007,19433523,8467.521105
Malawi,2007,13840969,5584.756206
Malaysia,2007,26625845,236695.3534
Maldives,2007,349000,2032.394746
Mali,2007,13675606,9236.630227
Malta,2007,406724,8374.834437
Marshall Islands,2007,52137,160.0974726
Mauritania,2007,3312665,4144.655357
Mauritius,2007,1239630,8802.441343
Mexico,2007,111836346,1034857.242
Micronesia,2007,105078,291.5885051
Moldova,2007,3576910,5355.005646
Mongolia,2007,2591670,6286.56688
Montenegro,2007,615875,4004.661781
Morocco,2007,31225881,81318.50063
Mozambique,2007,22188387,8373.526085
Myanmar,2007,49171586,37073.01038
Namibia,2007,2079915,10334.39885
Nauru,2007,10075,29.69445447
Nepal,2007,26214847,13764.95091
Netherlands,2007,16381696,842793.3666
New Zealand,2007,4223800,146456.0845
Nicaragua,2007,5522106,8386.163942
Niger,2007,14668338,4849.839715
Nigeria,2007,146417024,301156.1853
Niue,2007,,
Norway,2007,4709153,431331.0045
Oman,2007,2662762,48734.72042
Pakistan,2007,160332974,166953.0235
Palau,2007,20116,207.2990396
Panama,2007,3453807,24776.58961
Papua New Guinea,2007,6627922,7974.306939
Paraguay,2007,5966159,17340.25751
Peru,2007,28292724,123439.7116
Philippines,2007,89293490,176022.6274
Poland,2007,38120560,431603.0626
Portugal,2007,10542964,240562.1997
Qatar,2007,1189633,79421.82955
Romania,2007,20882982,168015.6117
Russian Federation,2007,142805088,1504069.78
Rwanda,2007,9447402,4554.969822
Saint Kitts & Nevis,2007,49783,699.6737946
Saint Lucia,2007,167288,1217.054873
Saint Vincent & Grenadines,2007,109047,674.97578
Samoa,2007,182286,665.6004006
Sao Tome & Principe,2007,163101,167.0446288
Saudi Arabia,2007,25252569,483237.1814
Senegal,2007,11873557,11693.86723
Serbia,2007,7381579,38430.36888
Seychelles,2007,85033,945.9629682
Sierra Leone,2007,6015417,2251.467572
Singapore,2007,4588599,202775.8709
Slovakia,2007,5374622,85288.82529
Slovenia,2007,2018122,49794.02154
Solomon Islands,2007,492940,615.7558464
Somalia,2007,11038596,
South Africa,2007,48883845,358525.9247
Spain,2007,45226803,1468058.289
Sri Lanka,2007,19668000,47872.6382
Sudan,2007,32282526,56994.83476
Suriname,2007,509705,3871.759941
Swaziland,2007,1138434,4176.323326
Sweden,2007,9148092,488700.4079
Switzerland,2007,7551117,563974.2439
Syria,2007,19632806,
